TrackName	Organism	Genome	Info	URL
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-3	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-3_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-4	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-4_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-5	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-5_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-6	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-6_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-7	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-7_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-8	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-8_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-9	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-9_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-1	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-1_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-10	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-10_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-11	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-11_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-2	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-2_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-3	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-3_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-4	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-4_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-5	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-5_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-6	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-6_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-7	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-7_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-8	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-8_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D1-9	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D1-9_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-1	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-1_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-10	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-10_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-11	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-11_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-12	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-12_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-13	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-13_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-14	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-14_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-15	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-15_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-16	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-16_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-17	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-17_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-18	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-18_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-19	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-19_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-2	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-2_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-20	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-20_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-21	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-21_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-22	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-22_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-3	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-3_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-4	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-4_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-5	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-5_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-6	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-6_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-7	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-7_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-8	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-8_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-D2-9	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-D2-9_R1_roi0.sorted.remdup.rg.track
TrackName	Organism	Genome	Info	URL
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-18	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-18_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-19	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-19_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B1-20	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B1-20_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-1	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-1_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-10	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-10_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-11	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-11_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-12	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-12_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-13	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-13_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-14	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-14_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-15	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-15_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-16	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-16_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-17	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-17_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-18	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-18_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-19	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-19_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-2	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-2_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-3	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-3_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-4	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-4_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-5	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-5_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-6	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-6_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-7	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-7_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-8	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-8_R1_roi0.sorted.remdup.rg.track
/home/tcremers/www/UCSC/webdir	hg19	hg19	SampleKirsten-B2-9	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg19&hgt.customText=http://medgenpr.ugent.be/UCSC//home/tcremers/www/UCSC/webdir/Kirsten-B2-9_R1_roi0.sorted.remdup.rg.track
